fips,state,TableName,code,features,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
0,United States,SAINC30,94,"Monetary interest receipts, Millions of dollars",85830.0,100614.0,114666.0,142156.0,183016.0,240679.0,275398.0,268396.0,324650.0,328419.0,334052.0,325980.0,350079.0,408551.0,416981.0,385345.0,353395.0,327657.0,327758.0,354380.0,366082.0,373037.0,432923.0,420072.0,472183.0,478490.0,378381.0,359839.0,293008.0,409259.0,501606.0,572798.0,546599.0,452364.0,401263.0,396262.0,444295.0,396229.0,422613.0,465657.0,494911.0,556328.0,576928.0,602637.0,571667.0
0,United States,SAINC30,95,"Rental income of persons, Millions of dollars",20310.0,15866.0,16545.0,16092.0,18979.0,23780.0,23832.0,24436.0,24654.0,26203.0,18268.0,16595.0,22492.0,21523.0,28167.0,38577.0,60572.0,90081.0,113666.0,124883.0,142528.0,147059.0,165205.0,178497.0,183475.0,202401.0,208448.0,227097.0,242782.0,221107.0,181121.0,186259.0,290275.0,347593.0,433671.0,506541.0,534468.0,577430.0,602702.0,609483.0,626648.0,652725.0,681891.0,692098.0,711584.0
0,United States,SAINC30,97,"Monetary rent, Millions of dollars",8311.0,8818.0,9406.0,10365.0,13347.0,18010.0,21685.0,23175.0,25835.0,30384.0,27728.0,26444.0,26078.0,24862.0,28235.0,32779.0,40828.0,47480.0,51501.0,56350.0,59816.0,62106.0,63914.0,63309.0,62622.0,67622.0,62374.0,65481.0,70115.0,77698.0,76162.0,78402.0,101413.0,97742.0,114745.0,131075.0,143146.0,153775.0,166357.0,156801.0,153748.0,153414.0,165304.0,163513.0,156602.0
0,United States,SAINC30,100,"Population (persons), Number of persons",217553859.0,219760875.0,222098244.0,224568579.0,227224719.0,229465744.0,231664432.0,233792014.0,235824907.0,237923734.0,240132831.0,242288936.0,244499004.0,246819222.0,249622814.0,252980941.0,256514224.0,259918588.0,263125821.0,266278393.0,269394284.0,272646925.0,275854104.0,279040168.0,282162411.0,284968955.0,287625193.0,290107933.0,292805298.0,295516599.0,298379912.0,301231207.0,304093966.0,306771529.0,309327143.0,311583481.0,313877662.0,316059947.0,318386329.0,320738994.0,323071755.0,325122128.0,326838199.0,328329953.0,329484123.0
0,United States,SAINC30,110,"Per capita personal income, Dollars",6875.0,7516.0,8356.0,9232.0,10180.0,11300.0,11999.0,12698.0,13906.0,14755.0,15490.0,16289.0,17455.0,18676.0,19621.0,20030.0,21090.0,21733.0,22575.0,23607.0,24771.0,25993.0,27557.0,28693.0,30672.0,31617.0,31839.0,32717.0,34280.0,35868.0,38120.0,39883.0,41026.0,39356.0,40690.0,42783.0,44614.0,44894.0,47017.0,48891.0,49812.0,51811.0,54098.0,56047.0,59510.0
0,United States,SAINC30,120,"Per capita net earnings, Dollars",4928.0,5419.0,6056.0,6661.0,7124.0,7696.0,7965.0,8395.0,9225.0,9815.0,10347.0,11037.0,11861.0,12492.0,13104.0,13287.0,14057.0,14472.0,15013.0,15561.0,16343.0,17247.0,18430.0,19496.0,20897.0,21532.0,21741.0,22295.0,23393.0,24262.0,25474.0,26255.0,26406.0,25195.0,26008.0,27384.0,28536.0,28897.0,29964.0,30916.0,31420.0,32702.0,34147.0,35359.0,35660.0
0,United States,SAINC30,130,"Per capita personal current transfer receipts, Dollars",850.0,888.0,948.0,1053.0,1236.0,1394.0,1537.0,1645.0,1701.0,1789.0,1881.0,1932.0,2034.0,2205.0,2393.0,2641.0,2916.0,3051.0,3150.0,3317.0,3449.0,3502.0,3567.0,3677.0,3853.0,4185.0,4468.0,4644.0,4854.0,5132.0,5409.0,5737.0,6429.0,6998.0,7517.0,7570.0,7528.0,7670.0,7982.0,8372.0,8596.0,8785.0,9106.0,9561.0,12872.0
0,United States,SAINC30,140,"Per capita income maintenance benefits, Dollars",110.0,113.0,114.0,125.0,154.0,167.0,168.0,179.0,183.0,189.0,198.0,201.0,217.0,236.0,262.0,296.0,339.0,356.0,373.0,394.0,400.0,389.0,388.0,392.0,392.0,400.0,435.0,474.0,509.0,561.0,571.0,600.0,645.0,753.0,828.0,848.0,853.0,858.0,851.0,853.0,838.0,830.0,804.0,829.0,918.0
0,United States,SAINC30,150,"Per capita unemployment insurance compensation, Dollars",76.0,60.0,46.0,46.0,82.0,74.0,109.0,113.0,68.0,67.0,69.0,61.0,55.0,59.0,73.0,106.0,154.0,134.0,91.0,82.0,83.0,74.0,72.0,74.0,74.0,113.0,187.0,185.0,127.0,109.0,104.0,111.0,171.0,430.0,452.0,346.0,269.0,199.0,112.0,102.0,100.0,94.0,86.0,85.0,1630.0
0,United States,SAINC30,160,"Per capita retirement and other, Dollars",663.0,715.0,788.0,882.0,1000.0,1153.0,1260.0,1353.0,1450.0,1534.0,1614.0,1670.0,1763.0,1910.0,2057.0,2239.0,2423.0,2561.0,2686.0,2841.0,2966.0,3038.0,3106.0,3211.0,3387.0,3673.0,3847.0,3985.0,4218.0,4462.0,4734.0,5026.0,5614.0,5815.0,6237.0,6376.0,6407.0,6613.0,7019.0,7417.0,7658.0,7862.0,8216.0,8647.0,10324.0
0,United States,SAINC30,170,"Per capita dividends, interest, and rent, Dollars",1098.0,1209.0,1352.0,1519.0,1820.0,2211.0,2497.0,2658.0,2980.0,3150.0,3262.0,3319.0,3560.0,3980.0,4124.0,4103.0,4118.0,4210.0,4412.0,4728.0,4979.0,5244.0,5560.0,5520.0,5921.0,5900.0,5629.0,5777.0,6033.0,6473.0,7237.0,7892.0,8192.0,7164.0,7166.0,7829.0,8550.0,8326.0,9070.0,9602.0,9796.0,10324.0,10844.0,11128.0,10978.0
0,United States,SAINC30,171,"Per capita dividends, Dollars",179.0,204.0,228.0,256.0,282.0,321.0,335.0,356.0,384.0,409.0,442.0,463.0,531.0,639.0,676.0,712.0,737.0,788.0,894.0,969.0,1122.0,1239.0,1288.0,1242.0,1359.0,1296.0,1387.0,1490.0,1918.0,1955.0,2422.0,2706.0,2646.0,1803.0,1758.0,2187.0,2661.0,2510.0,2994.0,3221.0,3335.0,3551.0,3834.0,4008.0,3939.0
0,United States,SAINC30,172,"Per capita interest, Dollars",825.0,933.0,1049.0,1191.0,1455.0,1786.0,2059.0,2197.0,2491.0,2631.0,2744.0,2788.0,2938.0,3253.0,3335.0,3238.0,3145.0,3076.0,3086.0,3291.0,3328.0,3465.0,3672.0,3638.0,3912.0,3894.0,3518.0,3505.0,3286.0,3770.0,4208.0,4567.0,4591.0,4228.0,4005.0,4016.0,4186.0,3989.0,4184.0,4481.0,4522.0,4765.0,4923.0,5012.0,4879.0
0,United States,SAINC30,173,"Per capita rent, Dollars",93.0,72.0,74.0,72.0,84.0,104.0,103.0,105.0,105.0,110.0,76.0,68.0,92.0,87.0,113.0,152.0,236.0,347.0,432.0,469.0,529.0,539.0,599.0,640.0,650.0,710.0,725.0,783.0,829.0,748.0,607.0,618.0,955.0,1133.0,1402.0,1626.0,1703.0,1827.0,1893.0,1900.0,1940.0,2008.0,2086.0,2108.0,2160.0
0,United States,SAINC30,180,"Earnings by place of work, Millions of dollars",1173271.0,1303767.0,1476080.0,1648363.0,1784597.0,1961173.0,2053729.0,2188018.0,2432402.0,2615791.0,2786901.0,2996000.0,3259979.0,3467027.0,3679460.0,3789428.0,4059023.0,4237437.0,4456948.0,4674849.0,4956180.0,5288047.0,5707014.0,6098042.0,6598743.0,6865291.0,7001002.0,7243377.0,7674785.0,8039238.0,8519349.0,8866152.0,9014034.0,8688852.0,9023830.0,9444365.0,9902321.0,10232098.0,10688401.0,11115543.0,11384770.0,11926173.0,12515233.0,13024685.0,13202475.0
0,United States,SAINC30,190,"Wages and salaries, Millions of dollars",894943.0,988970.0,1115885.0,1248272.0,1366990.0,1503905.0,1579008.0,1668739.0,1835609.0,1972752.0,2093721.0,2246552.0,2428973.0,2572279.0,2729857.0,2801967.0,2956907.0,3072485.0,3231494.0,3413758.0,3612299.0,3872714.0,4177471.0,4456769.0,4823765.0,4950126.0,4992622.0,5133728.0,5416803.0,5688398.0,6051357.0,6392832.0,6531099.0,6241491.0,6363368.0,6615753.0,6918166.0,7104786.0,7467705.0,7851802.0,8084567.0,8467880.0,8886749.0,9309720.0,9425703.0
0,United States,SAINC30,200,"Supplements to wages and salaries, Millions of dollars",146691.0,169572.0,193931.0,221483.0,246206.0,278094.0,302092.0,331414.0,367071.0,400618.0,435399.0,461705.0,503652.0,551955.0,594458.0,630851.0,699043.0,734924.0,766899.0,777601.0,798099.0,829592.0,887008.0,942209.0,1019616.0,1081914.0,1136091.0,1210736.0,1293698.0,1369719.0,1417923.0,1477079.0,1517532.0,1504178.0,1546444.0,1592949.0,1632251.0,1714292.0,1767120.0,1833313.0,1868319.0,1945066.0,2050068.0,2114352.0,2117601.0
0,United States,SAINC30,201,"Employer contributions for employee pension and insurance funds, Millions of dollars",92465.0,108664.0,122618.0,139133.0,157525.0,174802.0,192685.0,211935.0,228501.0,253378.0,278052.0,295996.0,319598.0,358859.0,388703.0,416524.0,471220.0,495790.0,513254.0,513942.0,523756.0,540470.0,580252.0,619356.0,674890.0,724466.0,770625.0,828879.0,885655.0,942364.0,971322.0,1016102.0,1046848.0,1046866.0,1078294.0,1101118.0,1119860.0,1188894.0,1221625.0,1264870.0,1288281.0,1341025.0,1426540.0,1466035.0,1455219.0
0,United States,SAINC30,202,"Employer contributions for government social insurance, Millions of dollars",54226.0,60908.0,71313.0,82350.0,88681.0,103292.0,109407.0,119479.0,138570.0,147240.0,157347.0,165709.0,184054.0,193096.0,205755.0,214327.0,227823.0,239134.0,253645.0,263659.0,274343.0,289122.0,306756.0,322853.0,344726.0,357448.0,365466.0,381857.0,408043.0,427355.0,446601.0,460977.0,470684.0,457312.0,468150.0,491831.0,512391.0,525398.0,545495.0,568443.0,580038.0,604041.0,623528.0,648317.0,662382.0
0,United States,SAINC30,210,"Proprietors' income, Millions of dollars",131637.0,145225.0,166264.0,178608.0,171401.0,179174.0,172629.0,187865.0,229722.0,242421.0,257781.0,287743.0,327354.0,342793.0,355145.0,356610.0,403073.0,430028.0,458555.0,483490.0,545782.0,585741.0,642535.0,699064.0,755362.0,833251.0,872289.0,898913.0,964284.0,981121.0,1050069.0,996241.0,965403.0,943183.0,1114018.0,1235663.0,1351904.0,1413020.0,1453576.0,1430428.0,1431884.0,1513227.0,1578416.0,1600613.0,1659171.0
0,United States,SAINC30,230,"Nonfarm proprietors' income, Millions of dollars",113764.0,128528.0,146053.0,157286.0,159861.0,160653.0,157877.0,180075.0,207310.0,220070.0,233684.0,257575.0,298735.0,308105.0,320997.0,327377.0,365392.0,396618.0,421981.0,459165.0,506449.0,551573.0,611701.0,668309.0,722366.0,798917.0,849827.0,860390.0,910506.0,931227.0,1016569.0,953789.0,920727.0,910470.0,1069722.0,1164383.0,1286430.0,1315250.0,1377896.0,1366720.0,1389211.0,1466367.0,1541488.0,1560465.0,1579856.0
0,United States,SAINC30,240,"Total employment (number of jobs), Number of jobs",101591200.0,105042200.0,109686600.0,113147100.0,113983200.0,114914000.0,114163300.0,115645700.0,120528100.0,123796700.0,126232300.0,129548400.0,133563900.0,136177800.0,138330900.0,137612800.0,138166100.0,140774400.0,144196600.0,147915800.0,151056200.0,154541200.0,158481200.0,161531300.0,165370800.0,165522200.0,165095100.0,165921500.0,168839700.0,172338400.0,175868600.0,179543700.0,179213900.0,173636700.0,172901700.0,176091700.0,178979700.0,182325100.0,186233800.0,190325800.0,193425900.0,196393100.0,200280200.0,201644200.0,190776800.0
0,United States,SAINC30,250,"Wage and salary employment, Number of jobs",86966000.0,89963000.0,94328000.0,97408000.0,97646000.0,98344000.0,96841000.0,97636000.0,102080000.0,104616000.0,106505000.0,109399000.0,112486000.0,115124000.0,116544000.0,115086000.0,115666000.0,117717000.0,120568000.0,123412000.0,125711000.0,128681000.0,131920000.0,134766000.0,137610000.0,137334000.0,136301000.0,135967000.0,137404000.0,139341000.0,141660000.0,143170000.0,142584000.0,136242000.0,135393000.0,136918000.0,139619000.0,141932000.0,144722000.0,147641000.0,149960000.0,151948000.0,154361000.0,156534000.0,147236000.0
0,United States,SAINC30,260,"Proprietors employment, Number of jobs",14625200.0,15079200.0,15358600.0,15739100.0,16337200.0,16570000.0,17322300.0,18009700.0,18448100.0,19180700.0,19727300.0,20149400.0,21077900.0,21053800.0,21786900.0,22526800.0,22500100.0,23057400.0,23628600.0,24503800.0,25345200.0,25860200.0,26561200.0,26765300.0,27760800.0,28188200.0,28794100.0,29954500.0,31435700.0,32997400.0,34208600.0,36373700.0,36629900.0,37394700.0,37508700.0,39173700.0,39360700.0,40393100.0,41511800.0,42684800.0,43465900.0,44445100.0,45919200.0,45110200.0,43540800.0
0,United States,SAINC30,280,"Nonfarm proprietors employment, Number of jobs",12074200.0,12563200.0,12870600.0,13248100.0,13842200.0,14076000.0,14858300.0,15420700.0,15940100.0,16721700.0,17345300.0,17838400.0,18798900.0,18781800.0,19553900.0,20332800.0,20309100.0,20784400.0,21383600.0,22263800.0,23140200.0,23648200.0,24312200.0,24528300.0,25536800.0,25998200.0,26762100.0,28001500.0,29541700.0,31122400.0,32381600.0,34459700.0,34732900.0,35510700.0,35626700.0,37297700.0,37516700.0,38537100.0,39671800.0,40850800.0,41641900.0,42642100.0,44127200.0,43323200.0,41758800.0
0,United States,SAINC30,290,"Average earnings per job (dollars), Dollars",11549.0,12412.0,13457.0,14568.0,15657.0,17066.0,17989.0,18920.0,20181.0,21130.0,22078.0,23126.0,24408.0,25460.0,26599.0,27537.0,29378.0,30101.0,30909.0,31605.0,32810.0,34218.0,36011.0,37751.0,39903.0,41477.0,42406.0,43655.0,45456.0,46648.0,48442.0,49382.0,50298.0,50040.0,52191.0,53633.0,55327.0,56120.0,57392.0,58403.0,58859.0,60726.0,62489.0,64592.0,69204.0
0,United States,SAINC30,300,"Average wages and salaries, Dollars",10291.0,10993.0,11830.0,12815.0,13999.0,15292.0,16305.0,17091.0,17982.0,18857.0,19658.0,20535.0,21594.0,22344.0,23423.0,24347.0,25564.0,26101.0,26802.0,27661.0,28735.0,30095.0,31667.0,33070.0,35054.0,36044.0,36629.0,37757.0,39422.0,40824.0,42717.0,44652.0,45805.0,45812.0,46999.0,48319.0,49550.0,50058.0,51600.0,53182.0,53911.0,55729.0,57571.0,59474.0,64018.0
0,United States,SAINC30,310,"Average nonfarm proprietors' income, Dollars",9422.0,10231.0,11348.0,11872.0,11549.0,11413.0,10626.0,11677.0,13006.0,13161.0,13472.0,14439.0,15891.0,16404.0,16416.0,16101.0,17992.0,19082.0,19734.0,20624.0,21886.0,23324.0,25160.0,27246.0,28287.0,30730.0,31755.0,30727.0,30821.0,29921.0,31393.0,27678.0,26509.0,25639.0,30026.0,31219.0,34290.0,34129.0,34732.0,33456.0,33361.0,34388.0,34933.0,36019.0,37833.0
1,Alabama,SAINC30,10,"Personal income (millions of dollars), Millions of dollars",20324.1,22394.9,25339.9,28151.4,31037.1,34465.5,36396.1,38970.5,42870.2,46098.7,48790.3,51652.0,55558.8,60395.7,64239.8,67929.9,73039.8,76398.0,80848.4,85473.6,89350.0,93981.4,99847.7,103369.4,108215.4,111947.4,114904.5,120123.4,128828.7,136861.1,145692.3,152984.4,158450.6,155913.5,162531.1,168474.3,173361.7,175185.3,181078.8,189115.4,192363.5,199336.4,207053.6,215930.4,228748.8
1,Alabama,SAINC30,45,"Net earnings by place of residence, Millions of dollars",14769.5,16365.4,18590.6,20392.2,21755.4,23589.3,24290.7,25964.9,28671.7,30913.9,32865.7,35145.4,37820.7,40188.0,42599.2,44986.9,48360.9,50509.4,53174.2,55341.7,57815.3,60629.5,65001.3,67967.5,70349.1,72434.9,74535.5,77531.6,82721.1,87389.2,92164.5,95064.3,95445.7,93653.9,96230.4,100193.2,103071.3,104662.5,107406.8,110706.8,112806.4,117061.9,122071.2,126895.1,128768.2
1,Alabama,SAINC30,50,"Personal current transfer receipts, Millions of dollars",2849.1,3005.2,3269.4,3808.6,4478.7,5025.1,5553.3,6011.7,6351.8,6708.0,6980.1,7133.4,7451.1,8422.4,9274.9,10256.6,11652.3,12366.4,13120.2,14193.9,15000.4,15677.7,15987.1,16653.0,17749.7,19206.8,20554.1,21812.3,23106.9,24851.2,26763.9,28811.5,32178.8,34676.8,37978.3,38720.4,38861.7,39710.1,41316.9,44260.9,44828.6,45659.3,47313.0,49766.3,61242.8
1,Alabama,SAINC30,60,"Income maintenance benefits, Millions of dollars",378.8,392.1,401.9,520.7,637.1,685.5,689.5,744.6,761.4,757.5,744.6,729.2,793.9,877.1,986.6,1127.6,1375.7,1471.5,1568.9,1705.9,1849.5,1893.9,1911.8,1913.4,1919.8,2014.6,2255.9,2460.6,2650.9,2859.8,2874.8,3274.2,3470.1,4074.1,4563.7,4824.1,4743.4,4787.6,4737.8,5979.2,5476.3,4534.3,4434.9,4623.5,5112.1
1,Alabama,SAINC30,70,"Unemployment insurance compensation, Millions of dollars",213.9,175.0,139.6,162.9,247.3,216.1,303.2,323.2,229.9,204.8,213.8,185.8,156.2,170.7,202.0,259.1,324.1,289.1,207.7,202.0,231.6,220.2,226.3,225.1,238.1,326.6,419.0,411.2,283.6,245.3,233.1,252.6,419.4,1094.5,1163.6,929.9,658.1,465.3,269.1,233.0,222.9,191.6,171.9,170.3,3819.3
1,Alabama,SAINC30,80,"Retirement and other, Millions of dollars",2256.4,2438.0,2727.9,3125.0,3594.4,4123.5,4560.5,4943.9,5360.5,5745.6,6021.8,6218.4,6500.9,7374.6,8086.3,8869.9,9952.4,10605.8,11343.5,12285.9,12919.3,13563.6,13849.0,14514.5,15591.8,16865.6,17879.1,18940.5,20172.4,21746.1,23655.9,25284.7,28289.3,29508.2,32251.0,32966.4,33460.3,34457.2,36310.0,38048.7,39129.5,40933.3,42706.1,44972.5,52311.4
1,Alabama,SAINC30,90,"Dividends, interest, and rent, Millions of dollars",2705.5,3024.3,3479.9,3950.6,4802.9,5851.1,6552.1,6993.9,7846.7,8476.8,8944.5,9373.1,10287.1,11785.4,12365.6,12686.4,13026.6,13522.3,14554.1,15938.0,16534.3,17674.2,18859.3,18748.9,20116.6,20305.7,19814.9,20779.5,23000.7,24620.8,26763.9,29108.6,30826.1,27582.8,28322.4,29560.7,31428.6,30812.6,32355.1,34147.7,34728.4,36615.2,37669.4,39268.9,38737.8
1,Alabama,SAINC30,91,"Personal dividend income, Millions of dollars",345.9,396.8,462.2,531.2,578.3,655.3,684.5,779.1,838.1,948.9,1047.8,1175.0,1426.5,1720.7,1849.9,2034.1,2193.6,2424.6,2884.8,3161.7,3577.5,3889.3,4137.5,3950.5,4271.0,4032.4,4546.0,5187.8,7534.1,7460.3,8767.9,9888.9,9944.1,6921.6,6728.9,7911.9,9394.4,8992.9,9890.0,10750.8,10909.3,11715.5,12155.6,13014.7,12898.1
1,Alabama,SAINC30,92,"Personal interest income, Millions of dollars",2115.4,2444.7,2824.3,3227.3,4002.9,4899.2,5570.3,5949.2,6740.0,7237.1,7680.6,7982.1,8566.8,9753.3,10128.9,10122.9,10071.4,10064.6,10410.7,11374.3,11420.6,12169.4,13006.6,12947.9,13937.6,14105.9,12973.1,13116.8,12623.2,14373.0,15647.9,16889.4,17313.8,16541.9,16475.3,15719.8,15783.1,15105.3,15557.1,16341.0,16636.4,17469.3,18011.5,18305.9,17578.2
1,Alabama,SAINC30,93,"Imputed interest receipts, Millions of dollars",1282.9,1452.7,1701.5,1842.7,2160.1,2434.4,2807.4,3311.2,3572.8,3966.1,4330.2,4682.8,4961.4,5319.8,5656.8,5999.9,6268.3,6520.0,6781.5,7328.7,7417.5,7935.4,8020.9,8187.1,8496.7,8591.3,8702.2,9086.2,9367.8,9898.0,10542.0,11064.3,11625.3,11777.2,11750.5,11923.1,11915.7,11683.8,12048.2,12540.3,12672.0,13022.4,13575.1,13693.0,13200.2
1,Alabama,SAINC30,94,"Monetary interest receipts, Millions of dollars",832.5,992.0,1122.8,1384.6,1842.8,2464.8,2762.9,2638.0,3167.2,3271.0,3350.4,3299.3,3605.4,4433.6,4472.1,4123.0,3803.1,3544.6,3629.2,4045.6,4003.1,4234.0,4985.7,4760.8,5440.9,5514.6,4270.9,4030.7,3255.4,4475.0,5105.8,5825.1,5688.5,4764.7,4724.9,3796.8,3867.3,3421.5,3509.0,3800.7,3964.4,4446.9,4436.4,4612.9,4378.0
1,Alabama,SAINC30,95,"Rental income of persons, Millions of dollars",244.2,182.8,193.5,192.0,221.8,296.6,297.4,265.6,268.6,290.8,216.0,216.0,293.8,311.3,386.8,529.4,761.6,1033.1,1258.6,1402.1,1536.2,1615.5,1715.2,1850.5,1908.0,2167.4,2295.9,2474.9,2843.5,2787.6,2348.2,2330.3,3568.2,4119.2,5118.2,5929.0,6251.1,6714.4,6908.0,7056.0,7182.7,7430.5,7502.3,7948.3,8261.5
1,Alabama,SAINC30,97,"Monetary rent, Millions of dollars",74.8,75.7,77.7,88.5,122.0,186.7,237.6,211.7,240.7,284.4,248.4,238.5,236.3,225.5,236.9,281.2,361.9,406.7,454.4,535.3,505.9,550.7,500.6,504.1,494.6,520.4,520.9,565.8,598.4,684.1,699.5,698.1,838.5,688.8,824.0,939.6,971.3,1096.6,1284.8,1182.7,1127.3,1164.7,1158.8,1150.1,1118.4
1,Alabama,SAINC30,100,"Population (persons), Number of persons",3737204.0,3782736.0,3834120.0,3869444.0,3900368.0,3918533.0,3925263.0,3934100.0,3951824.0,3972520.0,3991569.0,4015262.0,4023842.0,4030219.0,4050055.0,4099156.0,4154014.0,4214202.0,4260229.0,4296800.0,4331102.0,4367935.0,4404701.0,4430141.0,4452173.0,4467634.0,4480089.0,4503491.0,4530729.0,4569805.0,4628981.0,4672840.0,4718206.0,4757938.0,4785514.0,4799642.0,4816632.0,4831586.0,4843737.0,4854803.0,4866824.0,4877989.0,4891628.0,4907965.0,4921532.0
